C123Merged_EnvSNO,C123_Plot_SNO,PlotID_New,PSUID,PSU,Cluster,Plot_Pt,Cycle_PlotSNO,Cycle,Cycle_Year,X_NAD83,Y_NAD83,SampDate,Class,Soil_Dep_cm,WD_1_cm,WD_2_cm,WD_3_cm,WD_mean_cm,EDEN_WSE,EDEN_based_elev_cm,CLAJAM_ht_cm,PlotSamp_YN
17540,209,P00127_E,P001,1,27,E,179,C3,Yr1,567708,2941308,10/30/2020,Slough,266,63,63,64,63.3,495,431.7,0,Yes
17541,213,P00129_C,P001,1,29,C,181,C3,Yr1,567632,2941355,10/30/2020,Slough,269,63,64,65,64,495,431,0,Yes
17542,214,P00129_E,P001,1,29,E,182,C3,Yr1,567638,2941357,10/30/2020,Slough,264,64,66,60,63.3,495,431.7,0,Yes
17543,216,P00130_C,P001,1,30,C,184,C3,Yr1,567723,2941162,10/30/2020,Slough,266,69,69,69,69,495,426,0,Yes
17544,217,P00130_E,P001,1,30,E,185,C3,Yr1,567733,2941166,10/30/2020,Slough,264,63,58,63,61.3,495,433.7,0,Yes
17545,221,P00132_C,P001,1,32,C,187,C3,Yr1,566344,2942381,10/30/2020,Slough,379,59,58,58,58.3,496,437.7,0,Yes
17546,222,P00132_E,P001,1,32,E,188,C3,Yr1,566350,2942383,10/30/2020,Slough,NA,60,59,60,59.7,496,436.3,0,Yes
17547,224,P00133_C,P001,1,33,C,190,C3,Yr1,566477,2942432,10/30/2020,Transition,306,50,50,52,50.7,495,444.3,130,Yes
17548,225,P00133_E,P001,1,33,E,191,C3,Yr1,566480,2942433,10/30/2020,Transition,305,52,52,55,53,495,442,75,Yes
17549,229,P00135_C,P001,1,35,C,193,C3,Yr1,566332,2942370,10/31/2020,Slough,379,60,64,63,62.3,494,431.7,0,Yes
17550,230,P00135_E,P001,1,35,E,194,C3,Yr1,566341,2942373,10/31/2020,Slough,379,58,60,58,58.7,494,435.3,0,Yes
17551,242,P00141_C,P001,1,41,C,196,C3,Yr1,566489,2942695,10/30/2020,Transition,301,68,63,60,63.7,495,431.3,175,Yes
17552,243,P00141_E,P001,1,41,E,197,C3,Yr1,566498,2942699,10/30/2020,Ridge,281,65,58,60,61,495,434,163,Yes
17553,245,P00142_C,P001,1,42,C,199,C3,Yr1,566381,2942693,10/31/2020,Slough,301,73,69,64,68.7,494,425.3,0,Yes
17554,246,P00142_E,P001,1,42,E,200,C3,Yr1,566388,2942695,10/31/2020,Slough,299,63,63,66,64,494,430,0,Yes
17555,248,P00143_C,P001,1,43,C,202,C3,Yr1,566444,2942779,10/30/2020,Slough,293,59,55,51,55,495,440,0,Yes
17556,249,P00143_E,P001,1,43,E,203,C3,Yr1,566454,2942783,10/30/2020,Slough,297,56,58,59,57.7,495,437.3,134,Yes
17557,253,P00145_C,P001,1,45,C,205,C3,Yr1,566458,2942495,10/30/2020,Transition,320,56,53,50,53,495,442,0,Yes
17558,254,P00145_E,P001,1,45,E,206,C3,Yr1,566466,2942498,10/30/2020,Transition,287,58,56,58,57.3,495,437.7,0,Yes
17559,256,P00146_C,P001,1,46,C,208,C3,Yr1,566301,2942657,10/31/2020,Transition,379,59,61,59,59.7,494,434.3,130,Yes
17560,257,P00146_E,P001,1,46,E,209,C3,Yr1,566303,2942657,10/31/2020,Transition,379,56,57,56,56.3,494,437.7,110,Yes
17561,263,P00149_C,P001,1,49,C,211,C3,Yr1,566441,2942757,10/31/2020,Slough,379,66,65,62,64.3,494,429.7,0,Yes
17562,264,P00149_E,P001,1,49,E,212,C3,Yr1,566447,2942759,10/31/2020,Slough,379,65,64,69,66,494,428,0,Yes
17563,268,P00151_C,P001,1,51,C,214,C3,Yr1,567118,2942490,10/31/2020,Slough,247,74,77,76,75.7,494,418.3,0,Yes
17564,269,P00151_E,P001,1,51,E,215,C3,Yr1,567121,2942491,10/31/2020,Slough,244,68,68,69,68.3,494,425.7,0,Yes
17565,271,P00152_C,P001,1,52,C,217,C3,Yr1,567130,2942626,10/31/2020,Slough,241,67,70,66,67.7,494,426.3,0,Yes
17566,272,P00152_E,P001,1,52,E,218,C3,Yr1,567137,2942628,10/31/2020,Slough,251,65,66,66,65.7,494,428.3,0,Yes
17567,276,P00154_C,P001,1,54,C,220,C3,Yr1,567185,2942548,10/31/2020,Slough,259,65,67,68,66.7,494,427.3,0,Yes
17568,277,P00154_E,P001,1,54,E,221,C3,Yr1,567189,2942550,10/31/2020,Slough,271,49,53,49,50.3,494,443.7,230,Yes
17569,279,P00155_C,P001,1,55,C,223,C3,Yr1,567151,2942578,10/31/2020,Transition,237,66,77,67,70,494,424,0,Yes
17570,280,P00155_E,P001,1,55,E,224,C3,Yr1,567160,2942581,10/31/2020,Transition,305,54,54,56,54.7,494,439.3,113,Yes
17571,282,P00156_C,P001,1,56,C,226,C3,Yr1,567089,2942783,10/31/2020,Transition,379,68,61,64,64.3,494,429.7,0,Yes
17572,283,P00156_E,P001,1,56,E,227,C3,Yr1,567099,2942786,10/31/2020,Transition,379,55,60,65,60,494,434,185,Yes
17573,287,P00158_C,P001,1,58,C,229,C3,Yr1,567071,2942540,10/31/2020,Slough,264,65,66,69,66.7,494,427.3,235,Yes
17574,288,P00158_E,P001,1,58,E,230,C3,Yr1,567081,2942544,10/31/2020,Transition,245,55,55,62,57.3,494,436.7,200,Yes
17575,290,P00159_C,P001,1,59,C,232,C3,Yr1,566994,2942730,10/31/2020,Transition,265,68,69,65,67.3,494,426.7,144,Yes
17576,291,P00159_E,P001,1,59,E,233,C3,Yr1,566995,2942730,10/31/2020,Transition,261,69,74,70,71,494,423,124,Yes
17577,295,P00161_C,P001,1,61,C,235,C3,Yr1,565920,2943111,10/31/2020,Slough,379,66,60,59,61.7,494,432.3,0,Yes
17578,296,P00161_E,P001,1,61,E,236,C3,Yr1,565923,2943112,10/31/2020,Slough,379,57,59,57,57.7,494,436.3,0,Yes
17579,298,P00162_C,P001,1,62,C,238,C3,Yr1,565925,2943143,10/31/2020,Transition,379,59,58,58,58.3,494,435.7,170,Yes
17580,299,P00162_E,P001,1,62,E,239,C3,Yr1,565928,2943144,10/31/2020,Transition,379,61,59,60,60,494,434,176,Yes
17581,317,P00171_C,P001,1,71,C,241,C3,Yr1,566359,2943181,10/31/2020,Slough,322,70,70,68,69.3,494,424.7,0,Yes
17582,318,P00171_E,P001,1,71,E,242,C3,Yr1,566368,2943191,10/31/2020,Slough,379,68,65,62,65,494,429,0,Yes
17583,324,P00174_C,P001,1,74,C,244,C3,Yr1,566234,2943122,10/31/2020,Slough,287,58,60,67,61.7,494,432.3,0,Yes
17584,325,P00174_E,P001,1,74,E,245,C3,Yr1,566239,2943126,10/31/2020,Slough,285,62,63,65,63.3,494,430.7,120,Yes
17585,331,P00177_C,P001,1,77,C,247,C3,Yr1,566320,2943162,10/31/2020,Slough,379,63,62,60,61.7,494,432.3,0,Yes
17586,332,P00177_E,P001,1,77,E,248,C3,Yr1,566329,2943172,10/31/2020,Transition,379,63,65,61,63,494,431,154,Yes
17587,336,P00179_C,P001,1,79,C,250,C3,Yr1,566362,2943272,10/31/2020,XXXXXX,379,61,63,64,62.7,494,431.3,0,Yes
17588,337,P00179_E,P001,1,79,E,251,C3,Yr1,566365,2943275,10/31/2020,XXXXXX,379,70,70,65,68.3,494,425.7,0,Yes
17589,343,P00189_C,P001,1,89,C,253,C3,Yr1,566824,2943644,10/31/2020,Slough,379,65,68,68,67,493,426,0,Yes
17590,344,P00189_E,P001,1,89,E,254,C3,Yr1,566829,2943649,10/31/2020,Slough,379,66,70,58,64.7,493,428.3,0,Yes
17591,346,P00201_C,P002,2,1,C,256,C3,Yr1,524912,2859796,12/11/2020,Slough,98,131,132,132,131.7,317,185.3,0,Yes
17592,347,P00201_E,P002,2,1,E,257,C3,Yr1,524930,2859800,12/11/2020,Slough,113,133,130,132,131.7,317,185.3,0,Yes
17593,348,P00201_N,P002,2,1,N,258,C3,Yr1,524907,2859818,12/11/2020,Slough,148,120,121,119,120,317,197,0,Yes
17594,349,P00203_C,P002,2,3,C,259,C3,Yr1,524776,2860777,12/11/2020,Transition,131,113,113,113,113,318,205,201,Yes
17595,350,P00203_E,P002,2,3,E,260,C3,Yr1,524804,2860782,12/11/2020,Transition,134,113,110,113,112,318,206,144,Yes
17596,351,P00203_N,P002,2,3,N,261,C3,Yr1,524772,2860801,12/11/2020,Transition,122,127,125,123,125,319,194,185,Yes
17597,352,P00204_C,P002,2,4,C,262,C3,Yr1,525976,2860758,12/11/2020,XXXXXX,136,109,105,110,108,318,210,206,Yes
17598,353,P00204_E,P002,2,4,E,263,C3,Yr1,526000,2860763,12/11/2020,Slough,126,120,121,116,119,318,199,0,Yes
17599,354,P00204_N,P002,2,4,N,264,C3,Yr1,525971,2860783,12/11/2020,Transition,145,106,112,107,108.3,318,209.7,275,Yes
17600,355,P00205_C,P002,2,5,C,265,C3,Yr1,524690,2861614,12/11/2020,Slough,130,120,122,122,121.3,320,198.7,0,Yes
17601,356,P00205_E,P002,2,5,E,266,C3,Yr1,524700,2861616,12/11/2020,Slough,110,123,124,124,123.7,320,196.3,0,Yes
17602,357,P00205_N,P002,2,5,N,267,C3,Yr1,524687,2861629,12/11/2020,Slough,123,115,118,116,116.3,320,203.7,150,Yes
17603,358,P00206_C,P002,2,6,C,268,C3,Yr1,524962,2859790,12/11/2020,Slough,134,128,126,128,127.3,317,189.7,0,Yes
17604,359,P00206_E,P002,2,6,E,269,C3,Yr1,524981,2859793,12/11/2020,Slough,157,123,122,121,122,317,195,0,Yes
17605,360,P00206_N,P002,2,6,N,270,C3,Yr1,524957,2859812,12/11/2020,Slough,132,132,128,130,130,317,187,0,Yes
17606,379,P00229_C,P002,2,29,C,271,C3,Yr1,524641,2860653,12/11/2020,Transition,144,116,121,115,117.3,318,200.7,189,Yes
17607,380,P00229_E,P002,2,29,E,272,C3,Yr1,524659,2860656,12/11/2020,Slough,137,120,119,121,120,318,198,0,Yes
17608,381,P00229_N,P002,2,29,N,273,C3,Yr1,524639,2860665,12/11/2020,Slough,132,119,120,121,120,318,198,0,Yes
17609,382,P00231_C,P002,2,31,C,274,C3,Yr1,525692,2860918,12/11/2020,Transition,132,120,116,118,118,319,201,0,Yes
17610,383,P00231_E,P002,2,31,E,275,C3,Yr1,525722,2860924,12/11/2020,Slough,101,122,124,125,123.7,319,195.3,0,Yes
17611,384,P00231_N,P002,2,31,N,276,C3,Yr1,525690,2860930,12/11/2020,Transition,141,115,112,112,113,319,206,231,Yes
17612,385,P00232_C,P002,2,32,C,277,C3,Yr1,525752,2860802,12/11/2020,Slough,125,137,139,135,137,319,182,0,Yes
17613,386,P00232_E,P002,2,32,E,278,C3,Yr1,525783,2860808,12/11/2020,Slough,106,124,126,122,124,319,195,0,Yes
17614,387,P00232_N,P002,2,32,N,279,C3,Yr1,525747,2860832,12/11/2020,Slough,115,127,130,128,128.3,319,190.7,0,Yes
17615,388,P00233_C,P002,2,33,C,280,C3,Yr1,525582,2860839,12/11/2020,Slough,129,115,117,117,116.3,319,202.7,0,Yes
17616,389,P00233_E,P002,2,33,E,281,C3,Yr1,525598,2860842,12/11/2020,Transition,137,114,118,113,115,319,204,220,Yes
17617,390,P00233_N,P002,2,33,N,282,C3,Yr1,525577,2860867,12/11/2020,XXXXXX,120,127,128,127,127.3,319,191.7,0,Yes
17618,391,P00234_C,P002,2,34,C,283,C3,Yr1,525635,2860732,12/11/2020,Slough,128,119,116,117,117.3,318,200.7,0,Yes
17619,392,P00234_E,P002,2,34,E,284,C3,Yr1,525652,2860735,12/11/2020,Slough,105,134,133,135,134,318,184,0,Yes
17620,393,P00234_N,P002,2,34,N,285,C3,Yr1,525631,2860752,12/11/2020,Slough,121,131,133,132,132,318,186,0,Yes
17621,394,P00235_C,P002,2,35,C,286,C3,Yr1,525754,2860856,12/11/2020,Slough,NA,124,127,126,125.7,319,193.3,0,Yes
17622,395,P00235_E,P002,2,35,E,287,C3,Yr1,525785,2860862,12/11/2020,Slough,136,117,117,120,118,319,201,0,Yes
17623,396,P00235_N,P002,2,35,N,288,C3,Yr1,525753,2860862,12/11/2020,Slough,128,122,122,120,121.3,319,197.7,0,Yes
17624,397,P00236_C,P002,2,36,C,289,C3,Yr1,525245,2860814,12/11/2020,Slough,123,125,124,125,124.7,319,194.3,0,Yes
17625,398,P00236_E,P002,2,36,E,290,C3,Yr1,525264,2860818,12/11/2020,Slough,163,114,113,115,114,319,205,0,Yes
17626,399,P00236_N,P002,2,36,N,291,C3,Yr1,525241,2860834,12/11/2020,Slough,130,124,125,125,124.7,319,194.3,0,Yes
17627,400,P00237_C,P002,2,37,C,292,C3,Yr1,525986,2860692,12/11/2020,Transition,145,90,87,91,89.3,318,228.7,210,Yes
17628,401,P00237_E,P002,2,37,E,293,C3,Yr1,526011,2860697,12/11/2020,Ridge,157,91,93,95,93,318,225,206,Yes
17629,402,P00237_N,P002,2,37,N,294,C3,Yr1,525984,2860704,12/11/2020,Transition,132,119,115,114,116,318,202,205,Yes
17630,403,P00239_C,P002,2,39,C,295,C3,Yr1,525971,2860685,12/11/2020,Slough,115,132,135,136,134.3,318,183.7,0,Yes
17631,404,P00239_E,P002,2,39,E,296,C3,Yr1,525983,2860687,12/11/2020,Slough,137,123,126,127,125.3,318,192.7,0,Yes
17632,405,P00239_N,P002,2,39,N,297,C3,Yr1,525970,2860692,12/11/2020,Slough,110,136,136,135,135.7,318,182.3,0,Yes
17633,406,P00241_C,P002,2,41,C,298,C3,Yr1,524398,2861588,12/11/2020,Slough,157,127,125,127,126.3,319,192.7,0,Yes
17634,407,P00241_E,P002,2,41,E,299,C3,Yr1,524407,2861590,12/11/2020,Slough,133,133,132,131,132,319,187,0,Yes
17635,408,P00241_N,P002,2,41,N,300,C3,Yr1,524393,2861616,12/11/2020,Slough,122,123,123,124,123.3,320,196.7,0,Yes
17636,409,P00242_C,P002,2,42,C,301,C3,Yr1,524419,2861430,12/11/2020,Slough,156,124,126,127,125.7,319,193.3,0,Yes
17637,410,P00242_E,P002,2,42,E,302,C3,Yr1,524429,2861432,12/11/2020,Slough,147,129,130,128,129,319,190,0,Yes
17638,411,P00242_N,P002,2,42,N,303,C3,Yr1,524418,2861435,12/11/2020,Slough,154,124,124,125,124.3,319,194.7,0,Yes
17639,412,P00243_C,P002,2,43,C,304,C3,Yr1,524246,2861521,12/11/2020,Slough,255,120,121,118,119.7,319,199.3,147,Yes
17640,413,P00243_E,P002,2,43,E,305,C3,Yr1,524260,2861524,12/11/2020,Slough,255,123,123,126,124,319,195,0,Yes
17641,414,P00243_N,P002,2,43,N,306,C3,Yr1,524240,2861554,12/11/2020,Slough,255,126,127,126,126.3,319,192.7,0,Yes
17642,415,P00244_C,P002,2,44,C,307,C3,Yr1,524268,2861433,12/11/2020,Transition,170,109,105,110,108,319,211,169,Yes
17643,416,P00244_E,P002,2,44,E,308,C3,Yr1,524281,2861435,12/11/2020,Ridge,183,92,94,96,94,319,225,235,Yes
17644,417,P00244_N,P002,2,44,N,309,C3,Yr1,524265,2861448,12/11/2020,Ridge,167,118,114,118,116.7,319,202.3,119,Yes
17645,418,P00245_C,P002,2,45,C,310,C3,Yr1,524358,2861536,12/11/2020,Ridge,255,113,114,110,112.3,319,206.7,189,Yes
17646,419,P00245_E,P002,2,45,E,311,C3,Yr1,524368,2861538,12/11/2020,Transition,165,114,116,116,115.3,319,203.7,179,Yes
17647,420,P00245_N,P002,2,45,N,312,C3,Yr1,524353,2861561,12/11/2020,Slough,161,115,116,116,115.7,319,203.3,0,Yes
17648,421,P00246_C,P002,2,46,C,313,C3,Yr1,524631,2861526,12/11/2020,Ridge,166,87,90,89,88.7,319,230.3,241,Yes
17649,422,P00246_E,P002,2,46,E,314,C3,Yr1,524641,2861528,12/11/2020,Ridge,160,93,96,96,95,319,224,224,Yes
17650,423,P00246_N,P002,2,46,N,315,C3,Yr1,524625,2861556,12/11/2020,Ridge,199,83,83,83,83,319,236,211,Yes
17651,424,P00247_C,P002,2,47,C,316,C3,Yr1,524652,2861541,12/11/2020,Ridge,179,97,96,97,96.7,319,222.3,217,Yes
17652,425,P00247_E,P002,2,47,E,317,C3,Yr1,524686,2861548,12/11/2020,Slough,145,120,121,120,120.3,319,198.7,0,Yes
17653,426,P00247_N,P002,2,47,N,318,C3,Yr1,524648,2861561,12/11/2020,Ridge,141,73,74,72,73,319,246,210,Yes
17654,427,P00248_C,P002,2,48,C,319,C3,Yr1,524536,2861596,12/11/2020,Ridge,154,105,103,102,103.3,319,215.7,213,Yes
17655,428,P00248_E,P002,2,48,E,320,C3,Yr1,524546,2861598,12/11/2020,Ridge,141,103,98,102,101,319,218,209,Yes
17656,429,P00248_N,P002,2,48,N,321,C3,Yr1,524535,2861605,12/11/2020,Ridge,136,105,100,101,102,320,218,193,Yes
17657,430,P00249_C,P002,2,49,C,322,C3,Yr1,524523,2861414,12/11/2020,Slough,132,124,122,123,123,319,196,0,Yes
17658,431,P00249_E,P002,2,49,E,323,C3,Yr1,524542,2861418,12/11/2020,Slough,139,123,122,124,123,319,196,0,Yes
17659,432,P00249_N,P002,2,49,N,324,C3,Yr1,524518,2861440,12/11/2020,Slough,144,123,122,122,122.3,319,196.7,0,Yes
17660,433,P00251_C,P002,2,51,C,325,C3,Yr1,525345,2862166,12/12/2020,Slough,132,114,113,133,120,320,200,195,Yes
17661,434,P00251_E,P002,2,51,E,326,C3,Yr1,525364,2862169,12/12/2020,Slough,144,127,128,127,127.3,320,192.7,0,Yes
17662,435,P00251_N,P002,2,51,N,327,C3,Yr1,525338,2862199,12/12/2020,Transition,146,120,122,123,121.7,320,198.3,203,Yes
17663,436,P00252_C,P002,2,52,C,328,C3,Yr1,525329,2861971,12/12/2020,Slough,114,122,122,124,122.7,320,197.3,0,Yes
17664,437,P00252_E,P002,2,52,E,329,C3,Yr1,525351,2861975,12/12/2020,Transition,109,119,120,126,121.7,320,198.3,200,Yes
17665,438,P00252_N,P002,2,52,N,330,C3,Yr1,525326,2861987,12/12/2020,Slough,111,128,126,126,126.7,320,193.3,0,Yes
17666,439,P00253_C,P002,2,53,C,331,C3,Yr1,525183,2862065,12/12/2020,Slough,125,130,129,128,129,320,191,0,Yes
17667,440,P00253_E,P002,2,53,E,332,C3,Yr1,525197,2862067,12/12/2020,Slough,123,131,131,133,131.7,320,188.3,0,Yes
17668,441,P00253_N,P002,2,53,N,333,C3,Yr1,525180,2862080,12/12/2020,Slough,124,130,133,130,131,320,189,0,Yes
17669,442,P00254_C,P002,2,54,C,334,C3,Yr1,525260,2862032,12/12/2020,Slough,136,135,138,139,137.3,320,182.7,0,Yes
17670,443,P00254_E,P002,2,54,E,335,C3,Yr1,525270,2862033,12/12/2020,Slough,123,132,132,133,132.3,320,187.7,0,Yes
17671,444,P00254_N,P002,2,54,N,336,C3,Yr1,525254,2862064,12/12/2020,Slough,118,131,134,132,132.3,320,187.7,0,Yes
17672,445,P00255_C,P002,2,55,C,337,C3,Yr1,525372,2862144,12/12/2020,Ridge,151,112,113,114,113,320,207,205,Yes
17673,446,P00255_E,P002,2,55,E,338,C3,Yr1,525396,2862148,12/12/2020,Transition,137,123,120,121,121.3,320,198.7,200,Yes
17674,447,P00255_N,P002,2,55,N,339,C3,Yr1,525369,2862158,12/12/2020,Transition,51,113,114,114,113.7,320,206.3,167,Yes
17675,448,P00261_C,P002,2,61,C,340,C3,Yr1,524235,2862179,12/12/2020,Slough,144,127,128,127,127.3,320,192.7,0,Yes
17676,449,P00261_E,P002,2,61,E,341,C3,Yr1,524268,2862186,12/12/2020,Transition,255,101,100,100,100.3,320,219.7,232,Yes
17677,450,P00261_N,P002,2,61,N,342,C3,Yr1,524233,2862186,12/12/2020,Slough,141,123,125,126,124.7,320,195.3,0,Yes
17678,451,P00262_C,P002,2,62,C,343,C3,Yr1,524196,2862095,12/12/2020,Slough,255,110,109,110,109.7,320,210.3,184,Yes
17679,452,P00262_E,P002,2,62,E,344,C3,Yr1,524222,2862100,12/12/2020,Slough,171,115,116,114,115,320,205,0,Yes
17680,453,P00262_N,P002,2,62,N,345,C3,Yr1,524194,2862107,12/12/2020,Slough,255,112,110,113,111.7,320,208.3,0,Yes
17681,454,P00263_C,P002,2,63,C,346,C3,Yr1,524061,2862160,12/12/2020,Transition,175,113,117,111,113.7,320,206.3,178,Yes
17682,455,P00263_E,P002,2,63,E,347,C3,Yr1,524071,2862162,12/12/2020,Slough,154,119,117,120,118.7,320,201.3,0,Yes
17683,456,P00263_N,P002,2,63,N,348,C3,Yr1,524057,2862176,12/12/2020,Transition,188,113,117,110,113.3,320,206.7,178,Yes
17684,457,P00264_C,P002,2,64,C,349,C3,Yr1,524141,2862031,12/12/2020,Transition,173,113,113,114,113.3,320,206.7,222,Yes
17685,458,P00264_E,P002,2,64,E,350,C3,Yr1,524170,2862036,12/12/2020,Transition,154,111,111,108,110,320,210,203,Yes
17686,459,P00264_N,P002,2,64,N,351,C3,Yr1,524138,2862045,12/12/2020,Transition,171,114,116,113,114.3,320,205.7,231,Yes
17687,460,P00265_C,P002,2,65,C,352,C3,Yr1,524136,2862161,12/12/2020,Slough,255,113,114,114,113.7,320,206.3,205,Yes
17688,461,P00265_E,P002,2,65,E,353,C3,Yr1,524157,2862165,12/12/2020,Slough,162,117,116,117,116.7,320,203.3,0,Yes
17689,462,P00265_N,P002,2,65,N,354,C3,Yr1,524129,2862194,12/12/2020,Ridge,154,120,115,114,116.3,320,203.7,194,Yes
17690,463,P00266_C,P002,2,66,C,355,C3,Yr1,524424,2862439,12/12/2020,Slough,113,122,123,127,124,320,196,0,Yes
17691,464,P00266_E,P002,2,66,E,356,C3,Yr1,524452,2862444,12/12/2020,Transition,116,114,113,116,114.3,320,205.7,0,Yes
17692,465,P00266_N,P002,2,66,N,357,C3,Yr1,524422,2862447,12/12/2020,Slough,115,123,122,120,121.7,320,198.3,0,Yes
17693,466,P00267_C,P002,2,67,C,358,C3,Yr1,524585,2862459,12/12/2020,Ridge,146,90,91,89,90,320,230,176,Yes
17694,467,P00267_E,P002,2,67,E,359,C3,Yr1,524608,2862463,12/12/2020,XXXXXX,136,104,104,106,104.7,320,215.3,182,Yes
17695,468,P00267_N,P002,2,67,N,360,C3,Yr1,524583,2862471,12/12/2020,Ridge,144,88,90,87,88.3,320,231.7,247,Yes
17696,469,P00268_C,P002,2,68,C,361,C3,Yr1,524482,2862501,12/12/2020,Transition,154,105,101,102,102.7,320,217.3,179,Yes
17697,470,P00268_E,P002,2,68,E,362,C3,Yr1,524492,2862503,12/12/2020,Transition,146,101,100,99,100,320,220,235,Yes
17698,471,P00268_N,P002,2,68,N,363,C3,Yr1,524478,2862518,12/12/2020,Transition,131,110,110,111,110.3,320,209.7,187,Yes
17699,472,P00269_C,P002,2,69,C,364,C3,Yr1,524402,2862338,12/12/2020,Slough,134,119,120,120,119.7,320,200.3,0,Yes
17700,473,P00269_E,P002,2,69,E,365,C3,Yr1,524410,2862339,12/12/2020,Slough,119,120,119,118,119,320,201,0,Yes
17701,474,P00269_N,P002,2,69,N,366,C3,Yr1,524397,2862361,12/12/2020,XXXXXX,130,129,123,128,126.7,320,193.3,0,Yes
17702,475,P00271_C,P002,2,71,C,367,C3,Yr1,525215,2862781,12/12/2020,Slough,255,125,124,124,124.3,321,196.7,156,Yes
17703,476,P00271_E,P002,2,71,E,368,C3,Yr1,525220,2862782,12/12/2020,Slough,129,131,133,133,132.3,321,188.7,0,Yes
17704,477,P00271_N,P002,2,71,N,369,C3,Yr1,525213,2862795,12/12/2020,Ridge,119,129,129,128,128.7,321,192.3,202,Yes
17705,478,P00272_C,P002,2,72,C,370,C3,Yr1,525197,2862710,12/12/2020,Slough,124,126,129,129,128,320,192,0,Yes
17706,479,P00272_E,P002,2,72,E,371,C3,Yr1,525222,2862715,12/12/2020,Slough,129,121,126,126,124.3,321,196.7,0,Yes
17707,480,P00272_N,P002,2,72,N,372,C3,Yr1,525195,2862716,12/12/2020,Transition,145,108,109,109,108.7,320,211.3,208,Yes
17708,481,P00273_C,P002,2,73,C,373,C3,Yr1,525084,2862788,12/12/2020,Ridge,131,125,126,125,125.3,320,194.7,196,Yes
17709,482,P00273_E,P002,2,73,E,374,C3,Yr1,525094,2862789,12/12/2020,Transition,137,112,114,113,113,320,207,203,Yes
17710,483,P00273_N,P002,2,73,N,375,C3,Yr1,525080,2862809,12/12/2020,Transition,175,114,119,113,115.3,321,205.7,213,Yes
17711,484,P00274_C,P002,2,74,C,376,C3,Yr1,525056,2862704,12/12/2020,Transition,131,114,110,110,111.3,320,208.7,179,Yes
17712,485,P00274_E,P002,2,74,E,377,C3,Yr1,525086,2862710,12/12/2020,Ridge,141,109,113,110,110.7,320,209.3,215,Yes
17713,486,P00274_N,P002,2,74,N,378,C3,Yr1,525050,2862737,12/12/2020,Ridge,255,111,110,114,111.7,320,208.3,226,Yes
17714,487,P00275_C,P002,2,75,C,379,C3,Yr1,525167,2862754,12/12/2020,Slough,126,122,123,123,122.7,320,197.3,0,Yes
17715,488,P00275_E,P002,2,75,E,380,C3,Yr1,525174,2862756,12/12/2020,Slough,124,122,123,124,123,320,197,0,Yes
17716,489,P00275_N,P002,2,75,N,381,C3,Yr1,525164,2862772,12/12/2020,Slough,153,128,130,124,127.3,320,192.7,0,Yes
17717,490,P00276_C,P002,2,76,C,382,C3,Yr1,525597,2862816,12/12/2020,Slough,114,128,128,128,128,321,193,0,Yes
17718,491,P00276_E,P002,2,76,E,383,C3,Yr1,525611,2862819,12/12/2020,Slough,128,123,123,125,123.7,321,197.3,0,Yes
17719,492,P00276_N,P002,2,76,N,384,C3,Yr1,525595,2862829,12/12/2020,Slough,130,128,128,126,127.3,321,193.7,0,Yes
17720,496,P00279_C,P002,2,79,C,385,C3,Yr1,525513,2862609,12/12/2020,Ridge,115,126,129,128,127.7,321,193.3,205,Yes
17721,497,P00279_E,P002,2,79,E,386,C3,Yr1,525536,2862613,12/12/2020,Transition,137,110,111,110,110.3,321,210.7,184,Yes
17722,498,P00279_N,P002,2,79,N,387,C3,Yr1,525510,2862625,12/12/2020,Ridge,122,110,114,111,111.7,321,209.3,174,Yes
17723,532,P00325_C,P003,3,25,C,415,C3,Yr1,532921,2910615,1/23/2021,Ridge,67,22,22,21,21.7,305,283.3,134,Yes
17724,533,P00325_E,P003,3,25,E,416,C3,Yr1,532954,2910619,1/23/2021,Ridge,76,20,19,20,19.7,305,285.3,164,Yes
17725,534,P00325_N,P003,3,25,N,417,C3,Yr1,532921,2910621,1/23/2021,Ridge,68,21,21,18,20,305,285,150,Yes
17726,537,P00326_C,P003,3,26,C,418,C3,Yr1,533020,2910491,1/23/2021,Ridge,38,22,22,22,22,305,283,145,Yes
17727,538,P00326_E,P003,3,26,E,419,C3,Yr1,533035,2910492,1/23/2021,Ridge,48,20,21,20,20.3,305,284.7,144,Yes
17728,539,P00326_N,P003,3,26,N,420,C3,Yr1,533018,2910508,1/23/2021,Ridge,62,24,20,19,21,305,284,48,Yes
17729,542,P00327_C,P003,3,27,C,421,C3,Yr1,532791,2910610,1/23/2021,Ridge,53,20,18,20,19.3,305,285.7,195,Yes
17730,543,P00327_E,P003,3,27,E,422,C3,Yr1,532817,2910612,1/23/2021,Ridge,61,19,19,21,19.7,305,285.3,178,Yes
17731,544,P00327_N,P003,3,27,N,423,C3,Yr1,532790,2910621,1/23/2021,Ridge,67,24,23,20,22.3,305,282.7,162,Yes
17732,547,P00328_C,P003,3,28,C,424,C3,Yr1,532815,2910531,1/23/2021,Ridge,55,20,20,20,20,305,285,229,Yes
17733,548,P00328_E,P003,3,28,E,425,C3,Yr1,532839,2910534,1/23/2021,Ridge,62,20,20,21,20.3,305,284.7,151,Yes
